Release Date,Date Added,#P,Active Params,Total Params,Model,Link,UGI 🏆,W/10 👍,I/10 📚,Unruly,Internet,Stats,Writing,PolContro,Reg+MyScore 🏆,Reg+Int 🏆,MyScore 🏆,ASSS⬇️,SMOG⬆️,Yule⬇️,Score 🏆,Dif,Cor,Std,Foundation
6/17/2024,,8,8.0,8.0,Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B,https://huggingface.co/Casual-Autopsy/L3-Umbral-Mind-RP-v1.0-8B,25.24,4.545454545,1.927964368,13.3,29.9,17.8,28.9,36.3,0.115,0.201,0.05,9.83,9.21,1.31,0.063,2.67,0.00,0.88,0
7/30/2024,8/11/2024,27,27.0,27.0,Steelskull/G2-DA-Nyxora-27b-V2,https://huggingface.co/Steelskull/G2-DA-Nyxora-27b-V2,25.22,3.272727273,1.808979071,40.0,14.3,8.7,44.4,18.7,0.117,0.208,0.05,6.69,8.09,1.62,0.098,2.60,0.02,1.67,0
8/4/2024,8/11/2024,8,8.0,8.0,cognitivecomputations/dolphin-2.9.4-llama3.1-8b,https://huggingface.co/cognitivecomputations/dolphin-2.9.4-llama3.1-8b,25.21,5.454545455,2.05018659,30.0,5.9,28.7,29.2,32.3,0.122,0.174,0.05,8.21,8.84,1.73,0.036,2.93,-0.17,1.36,0
10/18/2023,,13,13.0,13.0,KoboldAI/LLaMA2-13B-Tiefighter,https://huggingface.co/KoboldAI/LLaMA2-13B-Tiefighter,25.16,5.454545455,1.842260864,26.7,0.0,38.6,45.5,15.0,0.177,0.119,0.15,7.25,8.70,1.33,0.000,NA,NA,NA,0
7/16/2024,7/29/2024,8,8.0,8.0,HiroseKoichi/Llama-3-8B-Stroganoff,https://huggingface.co/HiroseKoichi/Llama-3-8B-Stroganoff,25.15,7.272727273,1.232178546,30.0,17.9,12.8,40.0,25.0,0.156,0.141,0.15,7.79,8.31,1.72,0.063,2.67,0.00,0.88,0
10/12/2024,11/6/2024,9,9.0,9.0,zelk12/MT1-gemma-2-9B,https://huggingface.co/zelk12/MT1-gemma-2-9B,25.10,3.636363636,1.177919241,42.9,15.0,23.3,41.3,3.0,0.129,0.185,0.10,6.45,8.98,1.69,0.156,1.87,0.01,0.81,0
6/20/2024,,8,8.0,8.0,ResplendentAI/Nymph_8B,https://huggingface.co/ResplendentAI/Nymph_8B,25.02,6.363636364,1.177919241,43.3,5.0,28.8,45.0,3.0,0.071,0.113,0.05,9.44,11.00,0.68,0.126,2.53,0.21,0.88,0
6/5/2024,,8,8.0,8.0,Sao10K/L3-8B-Stheno-v3.2,https://huggingface.co/Sao10K/L3-8B-Stheno-v3.2,24.91,6.363636364,0.475307881,25.8,20.5,17.2,29.3,31.7,0.141,0.185,0.10,7.35,9.62,1.43,0.063,2.67,0.00,0.88,0
11/1/2024,11/17/2024,8,8.0,8.0,DreadPoor/Aspire_1.3-8B_model-stock,https://huggingface.co/DreadPoor/Aspire_1.3-8B_model-stock,24.79,4.545454545,2.533315508,30.8,11.0,16.9,38.9,26.3,0.147,0.167,0.10,5.96,6.98,1.83,0.051,3.07,0.07,0.97,0
7/26/2024,8/24/2024,8,8.0,8.0,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,https://huggingface.co/Orenguteng/Llama-3.1-8B-Lexi-Uncensored,24.79,5.454545455,2.352525135,15.8,15.3,32.9,40.3,19.7,0.035,0.133,0.00,8.55,7.24,2.81,0.114,2.33,0.00,1.21,0
10/1/2024,10/7/2024,72,72.0,72.0,ZeusLabs/Chronos-Platinum-72B,https://huggingface.co/ZeusLabs/Chronos-Platinum-72B,24.60,1.818181818,2.462366189,34.2,29.5,14.8,21.9,22.7,0.167,0.192,0.20,11.32,8.13,1.57,0.000,NA,NA,NA,0
6/15/2024,,8,8.0,8.0,tannedbum/L3-Nymeria-8B,https://huggingface.co/tannedbum/L3-Nymeria-8B,24.31,5.454545455,1.939803622,10.0,22.9,17.8,37.5,33.3,0.122,0.149,0.10,7.00,10.33,1.29,0.063,2.67,0.00,0.88,0
10/22/2024,11/6/2024,,NA,NA,claude-3-5-sonnet-20241022,,24.07,0.909090909,2.433333333,0.0,29.2,43.9,22.2,25.0,0.581,0.651,0.30,5.91,7.98,1.28,0.791,1.27,0.63,0.98,0
7/28/2024,7/31/2024,9,9.0,9.0,grimjim/Gemma2-Nephilim-v3-9B,https://huggingface.co/grimjim/Gemma2-Nephilim-v3-9B,23.74,3.636363636,0.833333333,54.2,20.0,13.7,27.8,3.0,0.146,0.220,0.10,7.42,10.92,1.83,0.173,1.80,0.04,0.75,0
9/10/2024,9/28/2024,9,9.0,9.0,ifable/gemma-2-Ifable-9B,https://huggingface.co/ifable/gemma-2-Ifable-9B,23.68,3.636363636,0.884248066,54.2,25.0,10.3,26.0,3.0,0.059,0.153,0.05,6.87,12.67,2.10,0.036,2.60,-0.19,0.81,0
5/13/2024,,,NA,NA,gpt-4o-2024-05-13,,23.44,0.909090909,2.766666667,0.0,70.3,28.2,18.6,0.0,0.766,0.662,0.85,6.43,8.90,1.72,0.593,1.53,0.50,0.98,0
4/24/2024,8/10/2024,11,11.0,11.0,TheDrummer/Moistral-11B-v3,https://huggingface.co/TheDrummer/Moistral-11B-v3,23.39,6.818181818,0.722712346,43.3,5.0,22.3,35.0,11.3,0.175,0.157,0.10,7.99,8.71,1.52,0.016,2.53,-0.36,0.57,0
4/26/2024,11/27/2024,8,8.0,8.0,Kaoeiri/Keiana-L3-Test6.2-8B-18,https://huggingface.co/Kaoeiri/Keiana-L3-Test6.2-8B-18,23.34,5.454545455,1.879896728,17.5,5.0,21.0,35.6,37.7,0.175,0.194,0.10,7.90,7.47,1.68,0.064,2.87,0.03,1.11,0
8/6/2024,8/20/2024,32,32.0,32.0,anthracite-org/magnum-v2-32b,https://huggingface.co/anthracite-org/magnum-v2-32b,23.33,1.363636364,3.130996155,35.0,20.3,22.4,21.6,17.3,0.068,0.193,0.05,10.08,8.34,1.34,0.172,2.47,0.25,1.12,0
6/18/2024,,8,8.0,8.0,ChaoticNeutrals/T-900-8B,https://huggingface.co/ChaoticNeutrals/T-900-8B,23.29,7.272727273,1.18415862,5.0,10.6,28.0,47.8,25.0,0.065,0.106,0.05,9.71,9.81,1.11,0.095,2.80,0.14,1.20,0
8/16/2024,8/18/2024,8,8.0,8.0,mlabonne/Hermes-3-Llama-3.1-8B-lorablated,https://huggingface.co/mlabonne/Hermes-3-Llama-3.1-8B-lorablated,23.15,5.454545455,0.658524901,14.2,13.9,13.2,41.2,33.3,0.079,0.159,0.00,8.19,8.09,1.71,0.152,2.27,0.22,0.75,0
8/11/2024,8/11/2024,2,2.0,2.0,SicariusSicariiStuff/2B_or_not_2B,https://huggingface.co/SicariusSicariiStuff/2B_or_not_2B,23.13,7.727272727,0.891858234,30.0,0.0,25.0,27.6,33.1,0.088,0.088,0.05,8.52,8.64,1.42,0.000,NA,NA,NA,0
7/14/2024,8/15/2024,9,9.0,9.0,nbeerbower/gemma2-gutenberg-9B,https://huggingface.co/nbeerbower/gemma2-gutenberg-9B,23.05,2.909090909,0.833333333,49.2,25.0,3.9,34.2,3.0,0.254,0.342,0.10,6.11,8.18,1.60,0.157,2.07,0.03,1.11,0
11/3/2023,,7,7.0,7.0,Undi95/Toppy-M-7B,https://huggingface.co/Undi95/Toppy-M-7B,22.92,4.545454545,1.86419677,31.7,5.4,31.8,34.4,11.3,0.116,0.145,0.05,7.64,7.96,1.67,0.048,2.47,-0.12,0.72,0
6/25/2024,,27,27.0,27.0,google/gemma-2-27b-it,https://huggingface.co/google/gemma-2-27b-it,22.91,0,1.888888889,31.7,36.9,5.7,20.0,20.3,0.250,0.412,0.15,5.29,8.24,1.76,0.226,1.87,0.27,0.61,1
7/24/2024,8/8/2024,8,8.0,8.0,Undi95/Meta-Llama-3.1-8B-Claude-39fail-3000total,https://huggingface.co/Undi95/Meta-Llama-3.1-8B-Claude-39fail-3000total,22.87,3.409090909,1.95604568,23.3,16.3,25.2,38.2,11.3,0.218,0.231,0.10,5.60,8.09,1.44,0.033,2.87,-0.09,0.75,0
1/8/2024,,8x7B,12.9,46.7,Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-DARE-TIES,https://huggingface.co/Doctor-Shotgun/Mixtral-8x7B-Instruct-v0.1-LimaRP-ZLoss-DARE-TIES,22.85,1.818181818,2.666666667,30.0,25.0,17.7,22.8,18.7,0.171,0.256,0.15,8.47,8.02,1.65,0.060,2.93,0.07,0.97,0
8/3/2024,8/5/2024,2,2.0,2.0,TheDrummer/Gemmasutra-Mini-2B-v1,https://huggingface.co/TheDrummer/Gemmasutra-Mini-2B-v1,22.81,6.363636364,0.365212348,20.0,0.0,28.6,34.5,31.0,0.177,0.169,0.10,5.41,6.82,1.48,0.000,NA,NA,NA,0
7/18/2024,7/29/2024,8,8.0,8.0,meta-llama/Meta-Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,22.71,4.545454545,1.777777778,23.3,16.1,8.8,45.6,19.7,0.065,0.128,0.05,8.03,9.19,1.51,0.103,2.73,0.20,0.94,1
7/7/2024,7/30/2024,7,7.0,7.0,icefog72/IceSakeRP-7b,https://huggingface.co/icefog72/IceSakeRP-7b,22.70,4.545454545,1.742107266,25.8,15.4,23.1,36.4,12.7,0.064,0.143,0.05,8.97,8.91,2.19,0.075,2.40,0.03,0.68,0
8/14/2024,8/19/2024,9,9.0,9.0,lemon07r/Gemma-2-Ataraxy-9B,https://huggingface.co/lemon07r/Gemma-2-Ataraxy-9B,22.64,3.636363636,0.8,49.2,24.5,10.3,26.3,3.0,0.107,0.174,0.10,6.97,11.26,1.76,0.036,2.60,-0.19,0.81,0
11/8/2024,11/17/2024,8,8.0,8.0,DreadPoor/LemonP-8B-Model_Stock,https://huggingface.co/DreadPoor/LemonP-8B-Model_Stock,22.52,3.636363636,2.231149753,20.0,10.6,8.4,47.3,26.3,0.197,0.223,0.10,7.69,9.11,1.44,0.085,2.93,0.17,1.09,0
7/23/2024,7/29/2024,8,8.0,8.0,Casual-Autopsy/L3-Super-Nova-RP-8B,https://huggingface.co/Casual-Autopsy/L3-Super-Nova-RP-8B,22.41,6.363636364,0.517491954,22.5,11.8,17.6,28.5,31.7,0.132,0.121,0.15,8.34,10.26,1.76,0.079,2.47,0.06,0.72,0
8/1/2024,8/2/2024,2,2.0,2.0,BeaverAI/Pocket-Tiger-Gemma-2B-v1f,https://huggingface.co/BeaverAI/Pocket-Tiger-Gemma-2B-v1f-GGUF,22.39,6.590909091,0.787734102,35.0,10.0,26.1,32.5,8.3,0.154,0.137,0.15,9.01,8.99,1.58,0.046,2.60,-0.10,0.77,0
6/20/2024,,8,8.0,8.0,turboderp/llama3-turbcat-instruct-8b,https://huggingface.co/turboderp/llama3-turbcat-instruct-8b,22.36,7.272727273,0.850825287,5.0,6.4,25.8,49.7,25.0,0.111,0.130,0.05,8.43,7.89,1.85,0.064,1.93,-0.19,0.57,0
4/3/2024,,7,7.0,7.0,icefog72/IceLemonTeaRP-32k-7b,https://huggingface.co/icefog72/IceLemonTeaRP-32k-7b,22.31,4.545454545,2.853218377,17.5,5.0,26.1,40.3,22.7,0.234,0.204,0.20,8.10,8.19,1.32,0.070,2.53,-0.04,1.00,0
2/2/2024,,72,72.0,72.0,Qwen/Qwen1.5-72B-Chat,https://huggingface.co/Qwen/Qwen1.5-72B-Chat,22.31,1.818181818,2.766666667,8.3,44.1,31.0,22.2,6.0,0.129,0.267,0.10,7.73,10.02,1.60,0.047,2.93,-0.05,1.12,1
6/17/2024,,8,8.0,8.0,Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B,https://huggingface.co/Cas-Warehouse/Llama-3-Mopeyfied-Psychology-8B,22.19,4.545454545,1.853218377,13.3,10.3,15.7,24.0,47.7,0.177,0.193,0.15,7.97,6.91,1.62,0.093,2.40,0.07,0.77,0
1/1/2024,7/25/2024,13,13.0,13.0,Undi95/Unholy-v2-13B,https://huggingface.co/Undi95/Unholy-v2-13B,22.12,5.454545455,1.050914733,28.3,6.1,30.4,33.1,12.7,0.087,0.111,0.05,8.50,10.58,1.60,0.048,2.47,-0.12,0.72,0
5/2/2024,,8,8.0,8.0,Nitral-AI/Poppy_Porpoise-0.72-L3-8B,https://huggingface.co/Nitral-AI/Poppy_Porpoise-0.72-L3-8B,22.09,5.454545455,1.508004582,17.5,15.5,22.3,21.8,33.3,0.135,0.188,0.05,7.63,8.36,1.62,0.065,2.73,0.02,0.94,0
6/20/2024,,,NA,NA,claude-3-5-sonnet-20240620,,21.91,0.909090909,2.433333333,0.0,29.2,31.8,23.6,25.0,0.789,0.627,0.65,5.43,8.84,1.69,0.450,1.67,0.53,0.61,0
3/4/2024,,103,103.0,103.0,sophosympatheia/Midnight-Miqu-103B-v1.0,https://huggingface.co/sophosympatheia/Midnight-Miqu-103B-v1.0,21.89,1.818181818,2.70211895,23.3,15.3,11.3,32.6,27.0,0.225,0.288,0.10,6.69,8.43,1.47,0.000,NA,NA,NA,0
10/1/2024,10/2/2024,3,3.0,3.0,SicariusSicariiStuff/Impish_LLAMA_3B,https://huggingface.co/SicariusSicariiStuff/Impish_LLAMA_3B,21.70,5.454545455,1.297662822,33.3,10.0,21.3,22.2,21.7,0.033,0.071,0.00,8.52,13.36,1.39,0.027,3.00,-0.16,0.93,0
8/10/2023,9/8/2024,13,13.0,13.0,Gryphe/MythoMax-L2-13b,https://huggingface.co/Gryphe/MythoMax-L2-13b,21.66,5.454545455,0.850825287,31.7,15.5,25.6,35.5,0.0,0.158,0.133,0.15,9.82,8.30,1.56,0.000,NA,NA,NA,0
7/17/2024,7/30/2024,9,9.0,9.0,princeton-nlp/gemma-2-9b-it-SimPO,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,21.64,2.727272727,0.817581399,41.7,24.0,10.3,29.2,3.0,0.141,0.231,0.05,6.25,10.90,1.86,0.036,2.60,-0.19,0.81,0
5/5/2024,7/24/2024,8,8.0,8.0,NousResearch/Hermes-2-Theta-Llama-3-8B,https://huggingface.co/NousResearch/Hermes-2-Theta-Llama-3-8B,21.62,4.545454545,1.398845213,10.8,20.0,22.3,39.3,15.7,0.112,0.194,0.10,8.82,8.92,1.42,0.069,2.60,-0.08,1.26,0
6/26/2024,,8,8.0,8.0,Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,https://huggingface.co/Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,21.36,4.545454545,1.406380842,5.0,20.0,12.8,29.0,40.0,0.195,0.164,0.25,7.60,9.27,1.61,0.063,2.67,0.00,0.88,0
12/29/2023,,13,13.0,13.0,SicariusSicariiStuff/Tinybra_13B,https://huggingface.co/SicariusSicariiStuff/Tinybra_13B,21.33,8.181818182,0.669636012,5.0,0.0,35.0,41.7,25.0,0.041,0.041,0.00,19.59,6.74,1.50,0.000,NA,NA,NA,0
12/24/2023,,7,7.0,7.0,SanjiWatsuki/Loyal-Macaroni-Maid-7B,https://huggingface.co/SanjiWatsuki/Loyal-Macaroni-Maid-7B,21.14,5.454545455,2.289030352,17.5,5.0,25.6,37.9,19.7,0.144,0.123,0.10,9.04,9.07,1.44,0.000,NA,NA,NA,0
7/24/2024,7/29/2024,8,8.0,8.0,mlabonne/Meta-Llama-3.1-8B-Instruct-abliterated,https://huggingface.co/mlabonne/Meta-Llama-3.1-8B-Instruct-abliterated,20.85,5.454545455,0.939803622,40.0,10.3,17.5,28.1,8.3,0.137,0.150,0.10,7.41,9.20,1.29,0.075,2.00,0.00,0.40,0
7/19/2024,7/24/2024,8,8.0,8.0,nothingiisreal/L3-8B-Celeste-V1.2,https://huggingface.co/nothingiisreal/L3-8B-Celeste-V1.2,20.24,3.636363636,1.891858234,10.0,25.0,16.7,35.1,14.3,0.028,0.165,0.00,9.06,7.17,1.68,0.075,2.00,0.00,0.40,0
8/21/2024,8/21/2024,2,2.0,2.0,BeaverAI/Gemmasutra-Mini-2B-v2y,https://huggingface.co/BeaverAI/Gemmasutra-Mini-2B-v2y-GGUF,19.72,5.909090909,0.351255078,15.0,0.9,19.2,32.5,31.0,0.132,0.124,0.10,6.50,6.46,1.39,0.000,NA,NA,NA,0
11/13/2023,,13,13.0,13.0,KoboldAI/LLaMA2-13B-Psyfighter2,https://huggingface.co/KoboldAI/LLaMA2-13B-Psyfighter2,19.71,4.545454545,1.174747357,15.0,6.9,24.9,45.8,6.0,0.247,0.240,0.15,5.60,7.69,1.80,0.027,2.53,-0.25,0.65,0
8/26/2024,8/26/2024,2,2.0,2.0,SicariusSicariiStuff/2B-ad,https://huggingface.co/SicariusSicariiStuff/2B-ad,19.64,7.272727273,0.217581399,25.0,2.5,32.2,38.5,0.0,0.123,0.171,0.05,9.46,10.46,1.50,0.288,1.87,0.33,0.72,0
8/22/2024,8/22/2024,3.8,3.8,3.8,SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,https://huggingface.co/SicariusSicariiStuff/Phi-3.5-mini-instruct_Uncensored,19.35,6.363636364,1.141974547,25.0,0.0,43.2,28.5,0.0,0.046,0.067,0.00,11.46,11.28,0.85,0.129,2.33,0.03,2.07,0
9/16/2024,9/22/2024,14,14.0,14.0,Qwen/Qwen2.5-14B-Instruct,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,19.09,2.272727273,1.408773933,29.6,10.5,24.8,23.9,6.7,0.174,0.149,0.15,7.76,9.44,1.47,0.000,NA,NA,NA,1
8/1/2024,8/2/2024,2,2.0,2.0,BeaverAI/Pocket-Tiger-Gemma-2B-v1e,https://huggingface.co/BeaverAI/Pocket-Tiger-Gemma-2B-v1e-GGUF,18.92,5.681818182,0.28578236,40.0,10.0,25.5,19.1,0.0,0.154,0.116,0.15,8.17,8.41,1.80,0.020,2.73,-0.37,0.97,0
7/18/2024,7/29/2024,,NA,NA,gpt-4o-mini,,18.84,0.909090909,3.144444444,0.0,40.9,16.7,11.0,25.7,0.224,0.335,0.15,6.52,10.62,1.42,0.132,2.40,0.15,0.94,0
7/24/2024,7/29/2024,8,8.0,8.0,Nitral-AI/Hathor_Sofit-L3-8B-v1,https://huggingface.co/Nitral-AI/Hathor_Sofit-L3-8B-v1,18.74,4.545454545,0.475307881,5.0,13.2,12.9,49.3,13.3,0.140,0.134,0.10,7.35,7.90,1.52,0.065,2.73,0.02,0.94,0
5/23/2024,,8,8.0,8.0,CohereForAI/aya-23-8B,https://huggingface.co/CohereForAI/aya-23-8B,18.57,5.454545455,0.669636012,27.5,0.0,27.5,37.8,0.0,0.145,0.124,0.10,8.16,7.93,1.64,0.076,2.47,0.01,0.81,1
2/20/2024,,7,7.0,7.0,crestf411/daybreak-kunoichi-2dpo-7b,https://huggingface.co/crestf411/daybreak-kunoichi-2dpo-7b,18.53,4.545454545,1.308641214,17.5,11.8,30.6,29.7,3.0,0.151,0.164,0.10,6.60,7.39,1.57,0.000,NA,NA,NA,0
9/29/2024,10/5/2024,9,9.0,9.0,nbeerbower/Gemma2-Gutenberg-Doppel-9B,https://huggingface.co/nbeerbower/Gemma2-Gutenberg-Doppel-9B,18.46,0.909090909,0.5,49.2,20.0,4.2,15.9,3.0,0.273,0.297,0.20,6.32,9.46,1.65,0.169,1.93,0.02,1.00,0
8/19/2024,8/20/2024,8,8.0,8.0,Sao10K/Llama-3.1-8B-Stheno-v3.4,https://huggingface.co/Sao10K/Llama-3.1-8B-Stheno-v3.4,18.37,2.727272727,1.073047509,10.0,25.0,12.3,36.2,8.3,0.250,0.273,0.20,6.98,7.28,1.95,0.043,2.67,-0.15,1.00,0
5/17/2024,,8,8.0,8.0,princeton-nlp/Llama-3-Instruct-8B-SimPO,https://huggingface.co/princeton-nlp/Llama-3-Instruct-8B-SimPO,17.72,3.636363636,1.00850696,13.3,18.1,18.5,38.7,0.0,0.139,0.180,0.05,8.40,10.92,1.51,0.091,2.07,0.04,0.50,0
6/3/2024,8/13/2024,22,22.0,22.0,failspy/Codestral-22B-v0.1-abliterated-v3,https://huggingface.co/failspy/Codestral-22B-v0.1-abliterated-v3,17.57,4.545454545,0.439075479,40.0,5.0,24.6,18.3,0.0,0.075,0.072,0.05,9.05,8.55,1.90,0.033,2.93,-0.11,1.75,0
7/16/2024,7/19/2024,8,8.0,8.0,nothingiisreal/L3-8B-Celeste-v1,https://huggingface.co/nothingiisreal/L3-8B-Celeste-v1,17.56,3.636363636,1.891858234,0.0,25.3,11.3,36.9,14.3,0.072,0.197,0.00,6.99,6.12,1.56,0.000,2.20,NA,0.00,0
7/2/2024,,8,8.0,8.0,FPHam/L3-8B-Everything-COT,https://huggingface.co/FPHam/L3-8B-Everything-COT,17.38,4.090909091,1.044631035,13.3,8.8,23.6,32.8,8.3,0.063,0.102,0.00,9.65,8.10,1.81,0.119,2.33,0.04,1.12,0
7/25/2024,7/29/2024,8,8.0,8.0,grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,https://huggingface.co/grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,16.95,3.636363636,1.730226804,10.0,0.3,21.7,29.4,23.3,0.074,0.073,0.05,8.07,7.48,1.48,0.045,2.60,-0.20,1.09,0
6/26/2024,7/30/2024,8,8.0,8.0,tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1,https://huggingface.co/tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1,16.91,2.727272727,0.994631035,28.3,0.4,12.1,28.6,15.0,0.084,0.106,0.00,9.51,7.27,1.43,0.036,2.33,-0.33,0.88,0
7/17/2024,7/24/2024,8,8.0,8.0,grimjim/llama-3-Nephilim-v3-8B,https://huggingface.co/grimjim/llama-3-Nephilim-v3-8B,16.75,3.636363636,1.5734773,10.0,16.1,11.3,32.1,14.3,0.072,0.106,0.05,7.36,10.94,1.48,0.000,NA,NA,NA,0
5/26/2024,7/30/2024,8,8.0,8.0,chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,https://huggingface.co/chujiezheng/Llama-3-Instruct-8B-SimPO-ExPO,16.29,2.727272727,0.341840293,31.7,5.3,11.2,26.6,6.7,0.062,0.105,0.00,8.35,10.38,1.67,0.057,2.40,-0.02,0.57,0
11/28/2023,,20,20.0,20.0,jebcarter/psyonic-cetacean-20B,https://huggingface.co/jebcarter/psyonic-cetacean-20B,16.16,4.772727273,0.365212348,35.8,0.0,20.6,24.4,0.0,0.037,0.037,0.00,4.18,5.49,2.64,0.000,NA,NA,NA,0
9/25/2024,10/2/2024,3,3.0,3.0,meta-llama/Llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,15.94,4.545454545,1.273136955,0.0,5.3,12.2,47.2,15.0,0.090,0.105,0.05,7.34,9.40,1.69,0.039,2.80,-0.10,0.85,1
6/14/2024,8/13/2024,16,16.0,16.0,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,15.66,3.636363636,1.031201294,15.0,5.0,17.5,32.5,8.3,0.170,0.157,0.10,6.84,10.50,1.48,0.074,2.13,0.17,0.25,1
7/15/2024,10/2/2024,1.7,1.7,1.7,HuggingFaceTB/SmolLM-1.7B-Instruct,https://huggingface.co/HuggingFaceTB/SmolLM-1.7B-Instruct,15.54,6.363636364,0.333333333,25.0,0.7,20.6,31.4,0.0,0.060,0.035,0.05,27.04,5.22,1.52,0.000,NA,NA,NA,1
3/3/2024,,7,7.0,7.0,localfultonextractor/Erosumika-7B,https://huggingface.co/Lewdiculous/Erosumika-7B-GGUF-IQ-Imatrix,14.30,3.636363636,0.475307881,15.0,7.5,16.3,29.7,3.0,0.125,0.159,0.05,8.13,9.06,1.79,0.027,3.00,-0.14,0.85,0
6/29/2024,,9,9.0,9.0,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,https://huggingface.co/UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,13.97,0.909090909,0.5,32.5,10.0,3.7,20.6,3.0,0.240,0.294,0.10,5.61,9.36,1.97,0.149,1.87,-0.04,0.89,0
10/20/2023,7/31/2024,3,3.0,3.0,NousResearch/Nous-Capybara-3B-V1.9,https://huggingface.co/NousResearch/Nous-Capybara-3B-V1.9,13.68,3.636363636,0.889379013,5.0,0.0,20.2,22.2,21.0,0.079,0.110,0.05,8.30,8.12,1.61,0.184,1.93,0.15,0.77,0
10/29/2023,7/25/2024,7,7.0,7.0,teknium/OpenHermes-2.5-Mistral-7B,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,13.40,3.636363636,0.198545682,18.3,0.0,0.0,45.7,3.0,0.033,0.062,0.00,10.73,8.45,1.98,0.000,NA,NA,NA,0
7/18/2023,,70,70.0,70.0,meta-llama/Llama-2-70b-chat-hf,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,13.38,0,1.222222222,26.7,5.0,4.7,16.1,14.3,0.179,0.245,0.00,7.29,7.65,1.66,0.047,2.13,-0.27,0.71,1
11/6/2023,,,NA,NA,gpt-4-1106-preview,,13.36,0,1.4,0.0,46.0,6.8,14.0,0.0,0.450,0.463,0.45,5.40,9.67,1.52,0.271,2.02,0.22,1.33,0
5/4/2024,,6.74,6.7,6.7,yukiarimo/yuna-ai-v3,https://huggingface.co/yukiarimo/yuna-ai-v3,13.31,5.454545455,0.666666667,12.5,0.0,38.6,15.5,0.0,0.012,0.012,0.00,19.38,5.46,2.28,0.000,NA,NA,NA,1
7/7/2024,,14.6,14.6,14.6,DavidAU/Llama3-Little-LLM-Of-Horror_N_Fiction-14.6B,https://huggingface.co/DavidAU/Llama3-Little-LLM-Of-Horror_N_Fiction-14.6B-GGUF,13.30,3.636363636,0.684588411,5.0,2.7,29.6,22.5,6.7,0.058,0.085,0.00,9.19,8.84,1.24,0.160,2.20,0.26,0.63,0
6/25/2024,,8,8.0,8.0,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,https://huggingface.co/UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,13.25,2.727272727,0.742107266,5.0,15.3,8.1,37.8,0.0,0.098,0.161,0.05,8.39,9.55,1.66,0.126,2.53,0.21,0.88,0
5/5/2024,8/15/2024,8,8.0,8.0,nbeerbower/llama-3-gutenberg-8B,https://huggingface.co/nbeerbower/llama-3-gutenberg-8B,12.40,0.909090909,1.030863436,30.8,10.3,0.0,12.6,8.3,0.096,0.096,0.10,10.26,9.21,1.50,0.000,2.20,NA,0.00,0
5/24/2024,,,NA,NA,Gemini 1.5 Pro,,12.22,0,1.544444444,0.0,22.9,3.5,18.0,16.7,0.575,0.404,0.50,5.79,7.40,2.13,0.139,2.33,0.20,0.77,0
3/4/2024,,20,20.0,20.0,seb-c/Psydestroyer-20B,https://huggingface.co/seb-c/Psydestroyer-20B,12.02,4.909090909,0.517921745,5.0,0.4,30.0,21.7,3.0,0.062,0.050,0.05,4.93,6.55,2.15,0.000,NA,NA,NA,0
6/4/2024,,7,7.0,7.0,Qwen/Qwen2-7B-Instruct,https://huggingface.co/Qwen/Qwen2-7B-Instruct,11.55,2.727272727,0.555555556,15.0,0.0,8.1,26.3,8.3,0.108,0.087,0.10,9.91,11.56,1.75,0.074,2.13,0.17,0.25,1
8/24/2024,8/25/2024,2,2.0,2.0,cognitivecomputations/dolphin-2.9.4-gemma2-2b,https://huggingface.co/cognitivecomputations/dolphin-2.9.4-gemma2-2b,11.06,2.045454545,0.675173626,18.3,0.0,18.8,18.1,0.0,0.039,0.072,0.00,10.58,11.33,1.17,0.102,2.53,0.07,1.07,0
